Year,Ranking,Company,Customer Satisfaction,Employee Engagement and Development,Innovation,Social Responsibility,Financial Strength,Effectiveness
2018,131,Analog Devices,57.4,59.2,50.0,61.4,50.0,58.6
2018,131,Nielsen Holdings,54.1,52.8,63.9,61.3,44.3,58.6
2018,131,Nordstrom,61.1,56.7,47.2,60.9,53.0,58.6
2018,131,Target,58.3,51.1,49.0,66.1,52.9,58.6
2018,135,McDonald's,46.1,41.3,59.3,60.9,67.3,58.5
2018,136,Illumina,47.2,65.7,52.9,53.3,58.7,58.4
2018,137,Abiomed,51.9,54.2,45.2,40.9,88.0,58.3
2018,138,Sherwin-Williams,52.0,54.7,64.0,52.6,52.9,58.2
2018,139,International Flavors & Fragrances,66.2,45.0,49.8,64.5,51.0,58.1
2018,140,Tiffany & Co,65.5,52.1,50.5,59.1,50.1,58.0
2018,141,Align Technology,50.5,53.2,57.3,42.6,73.8,57.9
2018,141,American Water Works,51.1,51.7,62.8,62.8,45.2,57.9
2018,143,Aptiv,59.5,58.6,49.7,53.1,56.2,57.8
2018,143,ON Semiconductor,57.1,54.5,47.8,64.9,50.5,57.8
2018,145,Citrix Systems,61.0,56.0,46.7,52.4,60.9,57.6
2018,145,W.W. Grainger,57.5,52.5,47.1,61.2,56.7,57.6
2018,147,Prudential Financial,48.0,54.8,56.3,62.6,50.3,57.4
2018,148,Albemarle,66.4,53.7,50.2,57.3,47.7,57.3
2018,148,Regeneron Pharmaceuticals,50.3,60.5,53.4,48.3,62.5,57.3
2018,148,Western Digital,58.4,53.9,55.9,53.8,52.4,57.3
2018,151,Constellation Brands,56.2,62.4,53.7,47.6,55.6,57.2
2018,152,Citigroup,48.1,54.0,59.0,65.4,44.0,57.1
2018,152,Deere,62.3,55.6,52.7,56.1,47.5,57.1
2018,152,International Paper,59.9,55.4,51.5,58.3,48.4,57.1
2018,152,Manpower Group,43.3,49.3,51.4,69.5,56.2,57.1
2018,152,Morgan Stanley,52.8,57.8,53.8,59.1,49.1,57.1
2018,152,PVH,62.8,59.5,47.6,58.8,45.8,57.1
2018,158,VF,61.1,53.9,49.4,55.1,54.7,57.0
2018,159,Cognizant Tech Solutions,58.2,47.4,46.2,62.6,57.9,56.9
2018,159,Dominion Energy,51.7,64.8,51.4,58.1,46.4,56.9
2018,159,Gilead Sciences,51.1,54.3,51.2,57.4,58.0,56.9
2018,159,Red Hat,55.1,65.3,52.9,43.1,58.8,56.9
2018,159,Symantec,45.9,50.6,53.9,72.9,45.5,56.9
2018,164,DTE Energy,42.0,56.5,65.4,58.9,46.4,56.8
2018,164,Pitney Bowes,59.2,39.5,59.7,59.3,53.3,56.8
2018,166,Automatic Data Processing,51.9,57.7,47.2,53.8,62.1,56.7
2018,167,CBRE Group,49.2,54.1,51.6,59.2,56.7,56.6
2018,167,Celanese,62.0,52.0,48.4,52.4,58.4,56.6
2018,167,Juniper Networks,69.4,56.1,46.4,56.8,45.2,56.6
2018,170,Booz Allen Hamilton,52.3,57.4,50.4,56.1,55.1,56.5
2018,170,JetBlue Airways,65.2,58.4,52.8,50.1,47.2,56.5
2018,170,Lululemon Athletica,57.8,59.0,47.6,47.7,61.6,56.5
2018,170,ResMed,52.4,57.8,46.4,59.3,55.4,56.5
2018,174,Autodesk,50.2,63.6,51.8,67.8,35.5,56.4
2018,175,Mondelez International,52.5,46.4,61.6,59.9,48.3,56.3
2018,175,T. Rowe Price Group,47.9,58.2,44.2,57.1,63.2,56.3
2018,175,Xilinx,60.2,55.1,47.5,53.6,55.9,56.3
2018,178,Autoliv,68.1,55.2,44.8,54.7,50.0,56.2
2018,178,Baxter,47.1,49.7,51.5,68.9,49.8,56.2
2018,178,L Brands,67.0,55.0,49.5,49.0,52.8,56.2
2018,181,Baker Hughes,65.3,48.1,57.7,60.2,38.5,56.1
2018,181,PPG Industries,54.6,43.3,59.9,59.6,51.0,56.1
2018,181,Qualcomm,47.7,55.4,58.2,65.0,41.0,56.1
2018,181,Waste Management,54.7,49.7,46.5,59.6,59.1,56.1
2018,185,Lennox International,56.8,50.6,45.3,51.0,67.3,56.0
2018,186,Comcast,23.3,53.8,66.4,52.5,68.9,55.9
2018,186,Hanesbrands,60.2,42.0,54.4,58.7,53.4,55.9
2018,186,Sysco,61.3,48.2,47.2,56.0,57.8,55.9
2018,189,Tapestry,56.8,55.9,49.5,56.0,51.4,55.8
2018,189,Unitedhealth,39.0,51.0,56.0,55.7,65.0,55.8
2018,189,Yum Brands,46.4,55.4,43.7,53.3,70.4,55.8
2018,192,AES,64.2,55.2,49.6,58.6,42.0,55.7
2018,192,Lear,56.5,57.5,47.8,49.9,58.8,55.7
2018,192,Moody's,51.8,58.5,46.6,51.3,61.8,55.7
2018,195,Vertex Pharmaceuticals,63.3,60.5,54.1,38.8,55.1,55.5
2018,196,Church & Dwight,60.8,52.1,47.9,54.2,54.0,55.4
2018,196,Exelon,42.8,59.9,50.6,62.5,49.8,55.4
2018,196,FMC,58.8,45.5,52.0,61.1,49.7,55.4
2018,196,Lowe's,52.0,44.9,50.9,58.6,60.4,55.4
2018,196,Southern,51.8,59.2,57.9,52.2,46.6,55.4
2018,201,Goldman Sachs Group,38.0,59.7,56.6,62.2,47.6,55.3
2018,202,Freeport-McMoRan,51.9,56.4,48.5,59.5,50.2,55.2
2018,203,Humana,57.4,53.6,45.7,58.9,51.6,55.1
2018,204,Discover Financial Services,62.8,62.6,44.9,52.4,46.3,55.0
2018,204,Illinois Tool Works,48.6,47.6,53.8,53.8,61.8,55.0
2018,206,Broadcom,64.1,45.5,45.4,46.6,67.3,54.9
2018,206,Intuitive Surgical,36.3,74.4,55.3,40.8,60.2,54.9
2018,206,J.M. Smucker,65.7,57.9,45.0,55.3,44.5,54.9
2018,206,Valero Energy,60.2,62.1,43.4,48.1,55.1,54.9
2018,210,Keysight Technologies,56.2,55.6,47.1,62.0,44.5,54.8
2018,210,Xylem,60.1,46.5,46.1,64.4,48.3,54.8
2018,212,CA Technologies,54.7,49.6,47.3,64.3,48.5,54.7
2018,212,Visteon,55.7,43.9,47.3,53.9,64.9,54.7
2018,214,Arista Networks,52.8,66.7,43.0,42.4,63.4,54.6
2018,214,Ball,53.6,47.4,51.4,65.4,45.2,54.6
2018,214,Occidental Petroleum,48.5,63.7,45.8,61.3,45.1,54.6
2018,214,Principal Financial Group,45.9,63.2,50.0,58.6,46.2,54.6
2018,218,Danaher,58.2,52.9,55.7,51.6,47.2,54.5
2018,219,VeriSign,43.2,56.5,47.1,47.4,70.9,54.4
2018,220,Activision Blizzard,64.0,57.2,53.7,39.4,53.5,54.3
2018,220,BorgWarner,65.5,52.0,48.4,50.7,49.8,54.3
2018,220,CVS Health,55.0,36.5,55.6,65.5,48.8,54.3
2018,220,Hartford Financial Services Group,48.4,56.0,54.5,59.6,44.0,54.3
2018,220,MetLife,50.3,51.2,50.8,62.1,47.9,54.3
2018,220,T-Mobile,49.6,66.1,45.3,52.5,51.5,54.3
2018,220,Waters,59.1,56.4,47.1,49.9,53.4,54.3
2018,220,Wyndham Destinations,40.0,53.2,50.0,62.2,55.9,54.3
2018,228,Avon Products,64.0,46.3,48.6,64.7,39.5,54.2
2018,228,Stryker,42.3,62.6,55.7,48.9,53.6,54.2
2018,230,Cadence Design Systems,52.9,64.4,47.3,44.5,56.6,54.0
2018,230,Newmont Corp,38.0,64.1,46.9,67.7,43.5,54.0
2018,230,Square,62.5,68.1,50.1,41.6,44.6,54.0
2018,230,Steel Dynamics,58.9,63.6,48.6,40.3,55.3,54.0
2018,230,Textron,62.4,50.3,55.0,50.3,46.5,54.0
2018,235,DXC Technology,63.0,26.3,51.5,62.0,58.6,53.9
2018,235,Maxim Integrated Products,55.1,50.0,47.5,51.8,59.2,53.9
2018,235,Bank of New York Mellon,54.5,45.5,48.1,66.4,46.4,53.9
2018,238,PNC Financial Services Group,58.1,51.3,43.8,62.0,47.1,53.8
2018,238,Charles Schwab,55.4,60.8,51.4,47.0,49.6,53.8
2018,238,US Bancorp,54.1,53.0,52.5,54.5,48.4,53.8
2018,241,Take-Two Interactive Software,55.8,61.8,44.8,41.3,61.8,53.7
2018,242,Nektar Therapeutics,53.0,52.8,44.2,39.8,75.0,53.6
2018,242,NextEra Energy,49.1,57.8,46.4,55.8,52.7,53.6
2018,244,Archer-Daniels-Midland,59.2,53.0,48.9,52.3,49.4,53.5
2018,244,Nucor,60.7,63.0,48.2,42.5,50.4,53.5
2018,246,ConocoPhillips,42.2,58.3,49.3,62.3,46.9,53.4
2018,246,Cooper-Standard Holdings,62.8,46.1,49.8,52.7,50.8,53.4
2018,248,American Eagle Outfitters,61.0,53.3,46.9,49.0,52.9,53.3
2018,248,Royal Caribbean,42.0,55.7,45.1,63.5,52.1,53.3
2018,250,Leidos,51.6,49.6,49.9,61.7,46.0,53.2
2019,1,Amazon,60.6,59.8,212.3,47.1,91.5,120.2
2019,2,Microsoft,59.4,73.0,102.4,76.4,90.3,97.6
2019,3,Apple,68.1,65.2,100.1,67.7,85.9,92.1
2019,4,Alphabet,62.2,75.8,76.7,60.5,90.5,85.5
2019,5,Cisco Systems,72.6,64.3,69.9,73.2,87.0,85.2
2019,6,Meta Platforms,41.6,73.8,83.5,55.0,90.7,80.8
2019,6,International Business Machines,70.7,51.2,99.8,68.1,62.1,80.8
2019,8,Johnson & Johnson,61.0,65.8,83.9,64.4,72.1,79.9
2019,9,Intel,67.1,59.4,68.9,78.1,73.7,79.5
2019,10,3M,65.8,64.0,86.5,72.5,58.1,79.4
2019,11,HP,68.0,61.8,72.9,78.5,64.4,78.9
2019,12,Pepsi,66.0,55.3,81.7,69.8,67.2,77.3
2019,13,Mastercard,55.7,63.3,64.7,60.5,91.0,76.6
2019,14,Walmart,63.8,43.7,94.7,59.5,73.9,76.4
2019,15,Procter & Gamble,72.7,66.0,72.6,61.2,65.2,75.6
2019,16,Nike,63.1,63.9,73.9,63.8,67.8,75.0
2019,17,Accenture,68.3,59.1,57.1,73.0,71.6,73.5
2019,17,Adobe,60.0,73.6,59.6,64.8,69.6,73.5
2019,19,Nvidia,60.4,72.8,55.8,63.9,73.9,73.2
2019,20,Intuit,57.0,71.1,55.1,65.1,76.7,73.0
2019,21,Visa,68.1,56.4,58.7,63.8,77.7,72.1
2019,22,United Parcel Service,56.6,47.2,82.1,68.4,63.0,71.2
2019,23,Exxon Mobil,49.6,54.4,98.2,56.8,56.5,71.1
2019,24,Allstate,58.6,48.1,94.6,65.2,50.6,70.9
2019,25,Edwards Lifesciences,72.9,62.0,60.5,66.9,60.0,70.7
2019,26,JPMorgan Chase,64.4,59.6,60.0,66.7,67.4,70.3
2019,27,Bank of America,49.4,55.7,75.6,66.0,63.3,69.3
2019,28,Vmware Inc A,69.9,71.6,47.8,58.9,69.0,69.1
2019,29,Starbucks,46.7,58.7,75.9,63.0,64.0,69.0
2019,29,Texas Instruments,48.6,66.9,46.6,73.1,74.2,69.0
2019,31,Boeing,59.3,55.0,74.6,55.1,67.5,68.7
2019,32,Merck,60.4,61.2,59.6,66.7,63.8,68.6
2019,33,Altria,53.2,56.5,67.7,59.8,71.5,68.4
2019,34,Lockheed Martin,61.3,53.1,61.6,64.1,70.4,68.3
2019,35,Home Depot,53.7,52.8,55.1,60.0,86.1,68.2
2019,36,Marriott,60.8,55.4,74.9,60.6,57.6,67.9
2019,37,General Motors,63.9,54.2,74.2,64.2,53.3,67.8
2019,38,Salesforce,66.8,77.2,54.7,62.6,50.3,67.5
2019,39,Pfizer,59.5,59.6,65.4,60.0,62.9,67.3
2019,40,American Express,54.9,62.1,70.3,58.5,59.3,67.0
2019,40,Clorox,67.1,65.8,55.4,66.3,54.6,67.0
2019,42,Hershey,70.9,60.2,55.5,66.9,55.6,66.7
2019,43,Amgen,61.7,58.0,53.6,66.3,66.0,66.6
2019,43,Oracle,69.7,48.2,61.7,64.6,63.2,66.6
2019,45,Illumina,67.9,64.7,54.0,59.0,62.0,66.3
2019,46,AT&T,47.6,51.4,64.6,68.4,67.1,66.1
2019,47,eBay,64.6,57.8,56.9,69.0,56.3,66.0
2019,48,Dell Technologies,61.0,62.1,68.4,60.2,51.8,65.8
2019,49,Hilton Worldwide,67.1,61.7,59.2,60.5,56.5,65.6
2019,50,S&P Global,65.0,54.8,47.0,63.7,72.8,65.5
2019,51,Colgate-Palmolive,55.7,64.9,59.8,67.2,52.9,65.4
2019,51,Intuitive Surgical,52.1,78.7,56.9,45.1,68.1,65.4
2019,53,Coca-Cola,60.1,54.2,64.2,65.4,56.9,65.3
2019,54,AbbVie,52.2,63.2,52.7,63.2,67.6,65.2
2019,54,Bristol-Myers Squibb,49.1,62.4,58.2,65.4,62.5,65.2
2019,54,Medtronic,54.5,57.4,67.1,68.3,51.8,65.2
2019,57,Abbott Laboratories,53.8,53.4,70.6,65.8,54.0,65.0
2019,57,Capital One Financial,57.5,64.6,69.5,58.3,50.3,65.0
2019,57,Eli Lilly,62.9,60.5,54.0,64.6,59.4,65.0
2019,57,Estee Lauder,69.5,55.2,54.1,62.3,62.0,65.0
2019,61,Caterpillar,62.3,52.2,66.1,56.5,63.4,64.9
2019,62,Automatic Data Processing,62.1,55.5,51.8,64.0,66.4,64.7
2019,63,Mettler-Toledo International,72.4,57.1,47.5,64.0,61.9,64.6
2019,63,Weyerhaeuser,58.4,57.1,67.2,68.6,47.0,64.6
2019,65,Honeywell,61.6,49.5,70.4,57.4,59.5,64.3
2019,65,Verizon Communications,44.8,54.6,58.0,64.7,70.9,64.3
2019,67,Chevron,39.1,59.9,74.8,58.4,59.1,64.2
2019,67,Walt Disney,49.8,59.0,56.9,61.0,68.1,64.2
2019,69,Micron Technology,57.5,48.2,51.1,54.2,85.1,64.1
2019,69,Philip Morris International,28.9,53.5,69.6,51.8,83.5,64.1
2019,71,Ford,63.5,54.6,74.1,59.7,46.2,64.0
2019,71,United Technologies,68.1,52.7,64.6,60.4,53.7,64.0
2019,73,General Mills,60.3,58.8,57.9,73.2,46.4,63.8
2019,74,Brown-Forman,54.0,68.9,57.3,61.6,53.3,63.7
2019,74,Square,70.3,64.5,51.1,43.0,71.7,63.7
2019,76,FedEx,61.1,54.5,73.2,62.6,44.5,63.6
2019,77,Lululemon Athletica,61.8,65.4,49.2,52.9,67.7,63.5
2019,78,Best Buy,61.4,59.4,48.3,66.2,59.2,63.0
2019,79,Deere,54.1,61.4,63.5,57.2,55.6,62.8
2019,79,Workday,71.3,72.0,52.0,61.4,41.6,62.8
2019,81,Southwest Airlines,54.5,70.6,55.8,57.5,53.6,62.5
2019,82,Costco Wholesale,61.0,66.7,54.5,52.2,59.0,62.4
2019,83,Northrop Grumman,47.9,57.2,61.0,66.2,55.6,62.3
2019,84,Celgene,47.8,61.0,51.8,65.0,62.2,62.2
2019,85,Citigroup,53.8,53.1,58.1,66.4,57.5,62.1
2019,86,Biogen,43.0,61.7,50.3,65.3,65.3,62.0
2019,87,Boston Scientific,57.5,64.5,61.3,57.6,49.6,61.9
2019,88,Arista Networks,55.2,64.8,46.4,42.5,80.9,61.8
2019,88,Cummins,41.8,60.2,55.8,67.8,58.8,61.8
2019,88,Delta Air Lines,50.6,68.8,53.4,59.7,55.7,61.8
2019,88,NetApp,59.1,61.2,47.6,52.4,70.4,61.8
2019,92,Motorola Solutions,57.6,53.6,50.5,67.3,59.7,61.6
2019,93,Red Hat,59.8,65.9,51.8,45.5,67.4,61.5
2019,94,Autodesk,49.9,66.6,54.3,62.8,52.5,61.3
2019,95,Hasbro,64.0,55.9,57.1,64.5,48.2,61.2
2019,95,Kimberly-Clark,64.3,59.0,51.8,66.0,48.7,61.2
2019,97,T-Mobile,54.1,66.1,50.5,55.7,60.7,61.1
2019,98,Rockwell Automation,44.5,61.8,52.0,61.5,63.3,61.0
2019,98,Unitedhealth,40.7,50.1,56.3,61.4,72.7,61.0
2019,100,Eaton,52.3,56.2,52.5,68.2,55.7,60.9
2019,100,General Electric,59.3,54.1,79.5,62.0,32.2,60.9
2019,102,Agilent Technologies,51.7,60.1,51.4,62.5,59.2,60.8
2019,102,ConocoPhillips,38.0,62.6,48.8,65.9,65.0,60.8
2019,102,Morgan Stanley,52.5,57.3,52.4,65.2,57.4,60.8
2019,105,Netflix,52.1,71.1,60.1,39.3,63.5,60.7
2019,106,Target,53.6,50.0,65.2,62.3,52.8,60.6
2019,107,Whirlpool,48.0,57.4,62.3,61.5,53.4,60.5
2019,108,Johnson Controls International,64.3,48.2,59.0,67.5,47.3,60.3
2019,109,Applied Materials,52.7,55.2,50.1,61.1,63.9,60.2
2019,110,Equinix,45.1,60.3,77.0,55.0,43.3,60.1
2019,111,Electronic Arts,60.7,58.3,51.1,57.5,57.7,60.0
2019,112,Air Products & Chemicals,48.3,57.5,55.6,66.7,52.6,59.9
2019,112,Hewlett Packard Enterprise,60.9,45.2,59.9,70.0,47.6,59.9
2019,112,Nielsen Holdings,60.3,50.0,72.2,60.4,41.3,59.9
2019,112,Vertex Pharmaceuticals,57.8,61.0,55.2,45.3,65.1,59.9
2019,116,FactSet Research System,57.0,62.0,48.2,55.6,60.8,59.8
2019,116,Regeneron Pharmaceuticals,54.8,65.1,51.4,50.8,61.4,59.8
2019,118,Paycom Software Inc,59.3,62.9,43.5,41.3,77.4,59.6
2019,119,Raytheon,47.6,54.8,60.5,60.8,55.2,59.5
2019,120,Illinois Tool Works,64.3,46.1,52.0,62.2,58.8,59.4
2019,121,CBRE Group,47.2,57.1,57.1,60.4,56.5,59.3
2019,121,Qualcomm,50.3,55.9,65.5,61.6,46.0,59.3
2019,123,PayPal,53.7,62.3,46.7,57.1,60.8,59.1
2019,123,Wells Fargo,43.5,54.8,56.0,62.6,59.7,59.1
2019,125,MSCI,45.2,57.1,58.9,46.6,69.3,59.0
2019,125,ResMed,68.2,60.3,47.4,55.5,53.4,59.0
2019,125,VF,59.0,55.4,51.2,59.1,56.7,59.0
2019,128,T. Rowe Price Group,47.6,61.8,43.0,55.3,70.1,58.9
2019,128,TJX,54.9,55.0,47.9,60.6,61.2,58.9
2019,130,Progressive Corp,50.6,62.3,44.2,52.9,68.2,58.7
2019,131,Ingersoll Rand,52.9,60.5,50.3,62.6,51.8,58.5
2019,131,Seagate Technology,57.9,45.3,49.6,64.6,61.1,58.5
2019,133,Booking Holdings Inc,46.9,71.3,50.0,44.7,64.2,58.4
2019,133,Exelon,41.7,62.1,57.2,64.3,48.8,58.4
2019,133,Oshkosh Corp.,70.7,60.6,48.4,51.7,52.5,58.4
2019,136,International Flavors & Fragrances,56.8,63.1,50.1,65.9,43.0,58.3
2019,136,Molson Coors,59.3,59.5,55.4,62.7,42.7,58.3
2019,136,W.W. Grainger,51.8,54.8,47.5,67.0,55.4,58.3
2019,139,Citrix Systems,51.2,57.4,54.1,52.9,60.8,58.1
2019,140,ServiceNow,63.2,59.9,50.9,42.1,64.4,58.0
2019,141,US Bancorp,54.0,50.5,57.3,61.1,52.9,57.9
2019,142,Hartford Financial Services Group,52.8,58.4,50.1,65.2,49.3,57.8
2019,142,Moody's,62.3,56.1,46.6,54.4,59.5,57.8
2019,142,PVH,56.8,65.0,50.0,59.2,46.8,57.8
2019,142,Yum Brands,46.7,58.3,45.5,58.2,65.2,57.8
2019,146,Emerson Electric Co,45.5,54.5,58.0,58.1,56.7,57.7
2019,146,Kellogg,52.3,56.2,55.9,64.3,46.2,57.7
2019,148,Waste Management,46.6,53.6,51.1,67.0,54.3,57.6
2019,149,MetLife,49.0,54.0,53.7,62.8,53.3,57.4
2019,150,Danaher,57.8,56.2,57.8,51.6,52.3,57.2
2019,150,Ecolab,38.9,51.3,67.2,62.0,49.6,57.2
2019,150,Goldman Sachs Group,43.7,59.3,55.1,57.1,55.9,57.2
2019,150,Leidos,59.5,49.1,49.0,67.2,50.6,57.2
2019,150,Sherwin-Williams,58.9,54.1,58.2,55.4,49.2,57.2
2019,155,Hormel Foods,58.6,58.7,49.6,59.5,49.1,57.1
2019,156,Stryker,44.1,60.1,62.3,48.5,56.1,57.0
2019,157,Becton Dickinson,44.5,53.0,64.4,62.9,45.1,56.9
2019,157,BlackRock Inc,46.4,58.5,53.0,58.9,54.3,56.9
2019,159,Charles Schwab,59.0,60.6,48.1,50.0,57.4,56.8
2019,160,Cadence Design Systems,51.6,66.9,48.3,46.6,59.7,56.7
2019,161,Comcast,35.8,53.1,58.0,55.0,64.3,56.6
2019,162,Cognizant Tech Solutions,59.8,44.9,48.6,63.9,55.4,56.4
2019,162,Lear,75.1,46.0,50.1,58.1,48.6,56.4
2019,164,Cardinal Health,63.3,48.9,52.2,62.1,46.9,56.2
2019,164,Eastman Chemical,63.3,58.7,50.1,57.1,45.3,56.2
2019,164,Humana,54.6,53.9,51.9,56.5,54.4,56.2
2019,164,Nordstrom,60.1,57.0,46.7,62.5,46.6,56.2
2019,164,Take-Two Interactive Software,58.5,60.7,47.0,43.1,63.9,56.2
2019,169,Celanese,57.9,53.0,49.6,56.9,54.7,56.1
2019,169,Mondelez International,51.9,51.6,54.2,62.3,49.7,56.1
2019,169,Tiffany & Co,60.6,54.0,51.1,58.3,49.0,56.1
2019,172,Align Technology,46.2,53.1,57.3,39.1,72.5,56.0
2019,172,Darden Restaurants,57.4,59.1,48.6,50.6,56.4,56.0
2019,172,VeriSign,47.4,54.3,47.9,49.9,69.0,56.0
2019,172,Xylem,56.5,51.2,47.1,66.8,49.2,56.0
2019,176,American Airlines,51.6,52.2,67.5,54.5,43.4,55.9
2019,176,Hess,49.9,51.5,46.9,70.5,49.4,55.9
2019,176,Interpublic,61.1,58.8,46.1,59.7,47.0,55.9
2019,176,Las Vegas Sands,52.5,48.8,50.6,58.2,58.9,55.9
2019,180,Discover Financial Services,63.4,59.8,44.1,55.0,51.1,55.8
2019,180,FMC,54.7,46.7,55.3,57.6,55.3,55.8
2019,180,Occidental Petroleum,39.6,58.9,46.2,63.5,57.0,55.8
2019,180,Tapestry,64.9,55.5,48.4,56.6,48.0,55.8
2019,184,Corning Inc,44.7,62.6,50.1,54.9,54.9,55.7
2019,184,Dominion Energy,41.1,66.9,58.4,57.0,42.7,55.7
2019,184,Freeport-McMoRan,49.1,58.6,50.1,61.2,49.1,55.7
2019,184,McCormick,60.9,55.3,50.0,58.2,47.4,55.7
2019,188,Owens Corning,56.7,54.0,47.1,66.4,45.5,55.6
2019,189,Abiomed,38.3,57.5,47.6,47.2,73.5,55.5
2019,189,McDonald's,40.4,40.4,58.1,60.1,64.3,55.5
2019,189,Robert Half,61.1,50.2,48.1,51.0,60.5,55.5
2019,192,Fortinet,53.2,66.0,46.2,43.0,61.2,55.4
2019,192,Gap,53.6,50.2,50.3,65.7,48.2,55.4
2019,192,NextEra Energy,47.1,55.4,54.8,58.8,50.3,55.4
2019,195,Constellation Brands,56.8,57.1,52.9,44.7,58.0,55.2
2019,196,ANSYS Inc,53.6,65.3,44.1,50.0,55.6,55.1
2019,196,PNC Financial Services Group,58.0,48.3,44.0,65.1,52.7,55.1
2019,196,Royal Caribbean,47.9,57.0,47.1,61.5,52.2,55.1
2019,199,Baxter,43.6,51.1,49.4,64.9,54.6,55.0
2019,199,Prudential Financial,46.1,56.6,51.6,65.4,44.9,55.0
2019,199,Sysco,59.6,47.1,48.5,59.5,53.7,55.0
2019,202,Cigna,43.5,56.5,47.9,62.6,52.9,54.9
2019,202,Juniper Networks,60.7,55.9,47.5,59.3,46.0,54.9
2019,204,Campbell Soup,58.6,46.3,51.2,69.1,42.1,54.8
2019,204,MarketAxess Holdings,55.8,57.1,45.5,39.3,70.4,54.8
2019,206,Baker Hughes,40.8,47.2,70.0,59.6,43.5,54.6
2019,207,Garmin Ltd,38.3,56.8,57.6,50.5,57.8,54.5
2019,207,Nucor,48.1,66.2,46.1,43.1,61.5,54.5
2019,209,AES,48.0,58.4,50.7,61.4,45.2,54.4
2019,209,Ball,47.2,48.6,52.5,66.2,48.2,54.4
2019,211,American Electric Power,38.0,56.9,55.8,62.7,46.3,54.2
2019,211,Varian Medical Systems,45.1,58.3,48.7,56.8,53.3,54.2
2019,213,Alcoa Corp,57.6,51.7,53.6,56.1,46.2,54.0
2019,213,Comerica Inc (MI),48.8,45.4,46.6,66.9,53.9,54.0
2019,213,CVS Health,59.7,36.7,48.9,67.1,52.0,54.0
2019,213,F5 Networks Inc,46.3,61.4,44.4,51.2,59.4,54.0
2019,213,IDEXX Laboratories Inc,38.3,47.3,50.5,44.9,77.8,54.0
2019,218,Akamai Technologies,46.0,65.4,45.5,57.5,47.7,53.9
2019,218,Hyatt Hotels Corp A,56.9,60.2,49.2,51.0,48.1,53.9
2019,218,Lowe's,53.7,46.1,50.0,60.2,53.1,53.9
2019,218,Manpower Group,48.8,47.8,47.8,63.6,53.6,53.9
2019,218,Sempra,36.4,65.7,43.7,66.0,47.1,53.9
2019,223,Ameriprise Financial,56.1,56.5,44.8,50.6,56.7,53.8
2019,223,Carnival Corp,42.8,55.3,45.9,63.8,52.0,53.8
2019,223,Lincoln National Corp,53.5,54.5,45.9,60.9,48.7,53.8
2019,223,Mosaic,56.8,55.4,49.1,61.0,42.2,53.8
2019,223,Symantec,55.0,52.5,47.9,64.6,43.6,53.8
2019,228,Consolidated Edison Inc,41.3,62.3,54.2,56.0,45.9,53.7
2019,228,Veeva Systems Inc A,48.1,51.7,45.7,39.7,76.4,53.7
2019,230,AvalonBay Communities Inc,41.0,67.9,46.2,59.5,45.2,53.6
2019,230,United Rentals,34.3,61.9,50.0,58.3,52.5,53.6
2019,232,Activision Blizzard,61.2,56.3,49.1,47.3,51.6,53.5
2019,232,Aptiv,57.7,49.1,51.0,54.8,51.0,53.5
2019,232,"AXA Equitable Holdings, Inc",45.3,49.8,49.6,60.2,54.5,53.5
2019,232,Booz Allen Hamilton,52.1,55.1,49.7,51.3,54.2,53.5
2019,232,TD Ameritrade Holding Corporation,48.7,58.6,48.1,45.0,61.0,53.5
2019,237,Gilead Sciences,43.1,58.9,48.0,60.7,48.5,53.4
2019,237,Marsh & McLennan Companies,50.0,51.7,45.2,61.4,52.4,53.4
2019,237,State Street Corp,49.0,40.9,50.3,71.4,47.7,53.4
2019,240,Ally Financial Inc,60.4,54.9,45.1,49.0,55.1,53.3
2019,240,Hanesbrands,62.0,36.5,56.8,60.9,47.3,53.3
2019,240,L Brands,61.8,57.5,50.6,51.6,43.5,53.3
2019,240,Phillips 66,39.9,63.6,49.4,48.4,57.0,53.3
2019,240,Synopsys,56.4,57.9,46.6,50.2,52.3,53.3
2019,240,Viacom Inc B,42.2,52.0,56.9,60.0,46.9,53.3
2019,246,Palo Alto Networks,62.9,57.8,46.5,42.0,56.1,53.2
2019,246,PPG Industries,45.7,42.6,63.7,59.2,46.9,53.2
2019,248,Norfolk Southern Corp,44.6,44.0,51.5,61.6,55.9,53.1
2019,248,Verisk Analytics,61.2,49.5,51.3,49.2,52.5,53.1
2019,250,Regions Financial Corp,58.9,49.9,46.8,58.8,48.1,53.0
2020,1,Microsoft,62.1,74.1,114.7,78.9,90.9,103.0
2020,2,Apple,65.2,62.5,113.7,67.2,90.3,96.0
2020,3,International Business Machines,84.2,57.6,127.1,68.4,56.6,95.7
2020,4,Amazon,52.8,60.0,135.9,50.5,90.1,93.9
2020,5,Alphabet,54.0,72.9,89.8,68.0,84.2,86.4
2020,6,Cisco Systems,74.2,65.9,71.8,76.5,80.1,85.3
2020,7,Intel,61.5,58.5,85.8,77.3,78.2,84.5
2020,8,Procter & Gamble,75.1,65.0,84.3,64.4,72.8,83.5
2020,9,Johnson & Johnson,51.0,63.8,97.5,64.4,69.4,80.5
2020,10,HP,70.8,60.7,78.7,78.5,58.0,80.2
2020,11,Merck,60.1,66.9,75.7,69.2,69.6,77.9
2020,12,Meta Platforms,26.3,75.1,91.7,59.1,83.8,77.2
